eid,vid,cid
812,203,3654
813,203,2785
814,203,6217
815,203,74
816,204,3672
817,204,2803
818,204,6235
819,204,92
820,205,3690
821,205,2821
822,205,6253
823,205,110
824,206,3708
825,206,2839
826,206,6271
827,206,128
828,207,3726
829,207,2857
830,207,6289
831,207,146
832,208,3744
833,208,2875
834,208,6307
835,208,164
836,209,3762
837,209,2893
838,209,6325
839,209,182
840,210,3780
841,210,2911
842,210,6343
843,210,200
844,211,3798
845,211,2929
846,211,6361
847,211,218
848,212,3816
849,212,2947
850,212,6379
851,212,236
852,213,3834
853,213,2965
854,213,6397
855,213,254
856,214,3852
857,214,2983
858,214,6415
859,214,272
860,215,3870
861,215,3001
862,215,6433
863,215,290
864,216,3888
865,216,3019
866,216,6451
867,216,308
868,217,3906
869,217,3037
870,217,6469
871,217,326
872,218,3924
873,218,3055
874,218,7
875,218,344
876,219,3942
877,219,3073
878,219,25
879,219,362
880,220,3960
881,220,3091
882,220,43
883,220,380
884,221,3978
885,221,3109
886,221,61
887,221,398
888,222,3996
889,222,3127
890,222,79
891,222,416
892,223,4014
893,223,3145
894,223,97
895,223,434
896,224,4032
897,224,3163
898,224,115
899,224,452
900,225,4050
901,225,3181
902,225,133
903,225,470
904,226,4068
905,226,3199
906,226,151
907,226,488
908,227,4086
909,227,3217
910,227,169
911,227,506
912,228,4104
913,228,3235
914,228,187
915,228,524
916,229,4122
917,229,3253
918,229,205
919,229,542
920,230,4140
921,230,3271
922,230,223
923,230,560
924,231,4158
925,231,3289
926,231,241
927,231,578
928,232,4176
929,232,3307
930,232,259
931,232,596
932,233,4194
933,233,3325
934,233,277
935,233,614
936,234,4212
937,234,3343
938,234,295
939,234,632
940,235,4230
941,235,3361
942,235,313
943,235,650
944,236,4248
945,236,3379
946,236,331
947,236,668
948,237,4266
949,237,3397
950,237,349
951,237,686
952,238,4284
953,238,3415
954,238,367
955,238,704
956,239,4302
957,239,3433
958,239,385
959,239,722
960,240,4320
961,240,3451
962,240,403
963,240,740
964,241,4338
965,241,3469
966,241,421
967,241,758
968,242,4356
969,242,3487
970,242,439
971,242,776
972,243,4374
973,243,3505
974,243,457
975,243,794
976,244,4392
977,244,3523
978,244,475
979,244,812
980,245,4410
981,245,3541
982,245,493
983,245,830
984,246,4428
985,246,3559
986,246,511
987,246,848
988,247,4446
989,247,3577
990,247,529
991,247,866
992,248,4464
993,248,3595
994,248,547
995,248,884
996,249,4482
997,249,3613
998,249,565
999,249,902
1000,250,4500
1001,250,3631
1002,250,583
1003,250,920
1004,251,4518
1005,251,3649
1006,251,601
1007,251,938
1008,252,4536
1009,252,3667
1010,252,619
1011,252,956
1012,253,4554
1013,253,3685
1014,253,637
1015,253,974
1016,254,4572
1017,254,3703
1018,254,655
1019,254,992
1020,255,4590
1021,255,3721
1022,255,673
1023,255,1010
1024,256,4608
1025,256,3739
1026,256,691
1027,256,1028
1028,257,4626
1029,257,3757
1030,257,709
1031,257,1046
1032,258,4644
1033,258,3775
1034,258,727
1035,258,1064
1036,259,4662
1037,259,3793
1038,259,745
1039,259,1082
1040,260,4680
1041,260,3811
1042,260,763
1043,260,1100
1044,261,4698
1045,261,3829
1046,261,781
1047,261,1118
1048,262,4716
1049,262,3847
1050,262,799
1051,262,1136
1052,263,4734
1053,263,3865
1054,263,817
1055,263,1154
1056,264,4752
1057,264,3883
1058,264,835
1059,264,1172
1060,265,4770
1061,265,3901
1062,265,853
1063,265,1190
1064,266,4788
1065,266,3919
1066,266,871
1067,266,1208
1068,267,4806
1069,267,3937
1070,267,889
1071,267,1226
1072,268,4824
1073,268,3955
1074,268,907
1075,268,1244
1076,269,4842
1077,269,3973
1078,269,925
1079,269,1262
1080,270,4860
1081,270,3991
1082,270,943
1083,270,1280
1084,271,4878
1085,271,4009
1086,271,961
1087,271,1298
1088,272,4896
1089,272,4027
1090,272,979
1091,272,1316
1092,273,4914
1093,273,4045
1094,273,997
1095,273,1334
1096,274,4932
1097,274,4063
1098,274,1015
1099,274,1352
1100,275,4950
1101,275,4081
1102,275,1033
1103,275,1370
1104,276,4968
1105,276,4099
1106,276,1051
1107,276,1388
1108,277,4986
1109,277,4117
1110,277,1069
1111,277,1406
1112,278,5004
1113,278,4135
1114,278,1087
1115,278,1424
1116,279,5022
1117,279,4153
1118,279,1105
1119,279,1442
1120,280,5040
1121,280,4171
1122,280,1123
1123,280,1460
1124,281,5058
1125,281,4189
1126,281,1141
1127,281,1478
1128,282,5076
1129,282,4207
1130,282,1159
1131,282,1496
1132,283,5094
1133,283,4225
1134,283,1177
1135,283,1514
1136,284,5112
1137,284,4243
1138,284,1195
1139,284,1532
1140,285,5130
1141,285,4261
1142,285,1213
1143,285,1550
1144,286,5148
1145,286,4279
1146,286,1231
1147,286,1568
1148,287,5166
1149,287,4297
1150,287,1249
1151,287,1586
1152,288,5184
1153,288,4315
1154,288,1267
1155,288,1604
1156,289,5202
1157,289,4333
1158,289,1285
1159,289,1622
1160,290,5220
1161,290,4351
1162,290,1303
1163,290,1640
1164,291,5238
1165,291,4369
1166,291,1321
1167,291,1658
1168,292,5256
1169,292,4387
1170,292,1339
1171,292,1676
1172,293,5274
1173,293,4405
1174,293,1357
1175,293,1694
1176,294,5292
1177,294,4423
1178,294,1375
1179,294,1712
1180,295,5310
1181,295,4441
1182,295,1393
1183,295,1730
1184,296,5328
1185,296,4459
1186,296,1411
1187,296,1748
1188,297,5346
1189,297,4477
1190,297,1429
1191,297,1766
1192,298,5364
1193,298,4495
1194,298,1447
1195,298,1784
1196,299,5382
1197,299,4513
1198,299,1465
1199,299,1802
1200,300,5400
1201,300,4531
1202,300,1483
1203,300,1820
1204,301,5418
1205,301,4549
1206,301,1501
1207,301,1838
1208,302,5436
1209,302,4567
1210,302,1519
1211,302,1856
1212,303,5454
1213,303,4585
1214,303,1537
1215,303,1874
1216,304,5472
1217,304,4603
1218,304,1555
1219,304,1892
1220,305,5490
1221,305,4621
1222,305,1573
1223,305,1910
1224,306,5508
1225,306,4639
1226,306,1591
1227,306,1928
1228,307,5526
1229,307,4657
1230,307,1609
1231,307,1946
1232,308,5544
1233,308,4675
1234,308,1627
1235,308,1964
1236,309,5562
1237,309,4693
1238,309,1645
1239,309,1982
1240,310,5580
1241,310,4711
1242,310,1663
1243,310,2000
1244,311,5598
1245,311,4729
1246,311,1681
1247,311,2018
1248,312,5616
1249,312,4747
1250,312,1699
1251,312,2036
1252,313,5634
1253,313,4765
1254,313,1717
1255,313,2054
1256,314,5652
1257,314,4783
1258,314,1735
1259,314,2072
1260,315,5670
1261,315,4801
1262,315,1753
1263,315,2090
1264,316,5688
1265,316,4819
1266,316,1771
1267,316,2108
1268,317,5706
1269,317,4837
1270,317,1789
1271,317,2126
1272,318,5724
1273,318,4855
1274,318,1807
1275,318,2144
1276,319,5742
1277,319,4873
1278,319,1825
1279,319,2162
1280,320,5760
1281,320,4891
1282,320,1843
1283,320,2180
1284,321,5778
1285,321,4909
1286,321,1861
1287,321,2198
1288,322,5796
1289,322,4927
1290,322,1879
1291,322,2216
1292,323,5814
1293,323,4945
1294,323,1897
1295,323,2234
1296,324,5832
1297,324,4963
1298,324,1915
1299,324,2252
1300,325,5850
1301,325,4981
1302,325,1933
1303,325,2270
1304,326,5868
1305,326,4999
1306,326,1951
1307,326,2288
1308,327,5886
1309,327,5017
1310,327,1969
1311,327,2306
1312,328,5904
1313,328,5035
1314,328,1987
1315,328,2324
1316,329,5922
1317,329,5053
1318,329,2005
1319,329,2342
1320,330,5940
1321,330,5071
1322,330,2023
1323,330,2360
1324,331,5958
1325,331,5089
1326,331,2041
1327,331,2378
1328,332,5976
1329,332,5107
1330,332,2059
1331,332,2396
1332,333,5994
1333,333,5125
1334,333,2077
1335,333,2414
1336,334,6012
1337,334,5143
1338,334,2095
1339,334,2432
1340,335,6030
1341,335,5161
1342,335,2113
1343,335,2450
1344,336,6048
1345,336,5179
1346,336,2131
1347,336,2468
1348,337,6066
1349,337,5197
1350,337,2149
1351,337,2486
1352,338,6084
1353,338,5215
1354,338,2167
1355,338,2504
1356,339,6102
1357,339,5233
1358,339,2185
1359,339,2522
1360,340,6120
1361,340,5251
1362,340,2203
1363,340,2540
1364,341,6138
1365,341,5269
1366,341,2221
1367,341,2558
1368,342,6156
1369,342,5287
1370,342,2239
1371,342,2576
1372,343,6174
1373,343,5305
1374,343,2257
1375,343,2594
1376,344,6192
1377,344,5323
1378,344,2275
1379,344,2612
1380,345,6210
1381,345,5341
1382,345,2293
1383,345,2630
1384,346,6228
1385,346,5359
1386,346,2311
1387,346,2648
1388,347,6246
1389,347,5377
1390,347,2329
1391,347,2666
1392,348,6264
1393,348,5395
1394,348,2347
1395,348,2684
1396,349,6282
1397,349,5413
1398,349,2365
1399,349,2702
1400,350,6300
1401,350,5431
1402,350,2383
1403,350,2720
1404,351,6318
1405,351,5449
1406,351,2401
1407,351,2738
1408,352,6336
1409,352,5467
1410,352,2419
1411,352,2756
1412,353,6354
1413,353,5485
1414,353,2437
1415,353,2774
1416,354,6372
1417,354,5503
1418,354,2455
1419,354,2792
1420,355,6390
1421,355,5521
1422,355,2473
1423,355,2810
1424,356,6408
1425,356,5539
1426,356,2491
1427,356,2828
1428,357,6426
1429,357,5557
1430,357,2509
1431,357,2846
1432,358,6444
1433,358,5575
1434,358,2527
1435,358,2864
1436,359,6462
1437,359,5593
1438,359,2545
1439,359,2882
1440,360,1
1441,360,5220
1442,360,3143
1443,360,4813
1444,361,19
1445,361,5238
1446,361,3161
1447,361,4831
1448,362,37
1449,362,5256
1450,362,3179
1451,362,4849
1452,363,55
1453,363,5274
1454,363,3197
1455,363,4867
1456,364,73
1457,364,5292
1458,364,3215
1459,364,4885
1460,365,91
1461,365,5310
1462,365,3233
1463,365,4903
1464,366,109
1465,366,5328
1466,366,3251
1467,366,4921
1468,367,127
1469,367,5346
1470,367,3269
1471,367,4939
1472,368,145
1473,368,5364
1474,368,3287
1475,368,4957
1476,369,163
1477,369,5382
1478,369,3305
1479,369,4975
1480,370,181
1481,370,5400
1482,370,3323
1483,370,4993
1484,371,199
1485,371,5418
1486,371,3341
1487,371,5011
1488,372,217
1489,372,5436
1490,372,3359
1491,372,5029
1492,373,235
1493,373,5454
1494,373,3377
1495,373,5047
1496,374,253
1497,374,5472
1498,374,3395
1499,374,5065
1500,375,271
1501,375,5490
1502,375,3413
1503,375,5083
1504,376,289
1505,376,5508
1506,376,3431
1507,376,5101
1508,377,307
1509,377,5526
1510,377,3449
1511,377,5119
1512,378,325
1513,378,5544
1514,378,3467
1515,378,5137
1516,379,343
1517,379,5562
1518,379,3485
1519,379,5155
1520,380,361
1521,380,5580
1522,380,3503
1523,380,5173
1524,381,379
1525,381,5598
1526,381,3521
1527,381,5191
1528,382,397
1529,382,5616
1530,382,3539
1531,382,5209
1532,383,415
1533,383,5634
1534,383,3557
1535,383,5227
1536,384,433
1537,384,5652
1538,384,3575
1539,384,5245
1540,385,451
1541,385,5670
1542,385,3593
1543,385,5263
1544,386,469
1545,386,5688
1546,386,3611
1547,386,5281
1548,387,487
1549,387,5706
1550,387,3629
1551,387,5299
1552,388,505
1553,388,5724
1554,388,3647
1555,388,5317
1556,389,523
1557,389,5742
1558,389,3665
1559,389,5335
1560,390,541
1561,390,5760
1562,390,3683
1563,390,5353
1564,391,559
1565,391,5778
1566,391,3701
1567,391,5371
1568,392,577
1569,392,5796
1570,392,3719
1571,392,5389
1572,393,595
1573,393,5814
1574,393,3737
1575,393,5407
1576,394,613
1577,394,5832
1578,394,3755
1579,394,5425
1580,395,631
1581,395,5850
1582,395,3773
1583,395,5443
1584,396,649
1585,396,5868
1586,396,3791
1587,396,5461
1588,397,667
1589,397,5886
1590,397,3809
1591,397,5479
1592,398,685
1593,398,5904
1594,398,3827
1595,398,5497
1596,399,703
1597,399,5922
1598,399,3845
1599,399,5515
1600,400,721
1601,400,5940
1602,400,3863
1603,400,5533
1604,401,739
1605,401,5958
1606,401,3881
1607,401,5551
1608,402,757
1609,402,5976
1610,402,3899
1611,402,5569
1612,403,775
1613,403,5994
1614,403,3917
1615,403,5587
1616,404,793
1617,404,6012
1618,404,3935
1619,404,5605
1620,405,811
1621,405,6030
1622,405,3953
1623,405,5623
1624,406,829
1625,406,6048
1626,406,3971
1627,406,5641
1628,407,847
1629,407,6066
1630,407,3989
1631,407,5659
1632,408,865
1633,408,6084
1634,408,4007
1635,408,5677
1636,409,883
1637,409,6102
1638,409,4025
1639,409,5695
1640,410,901
1641,410,6120
1642,410,4043
1643,410,5713
1644,411,919
1645,411,6138
1646,411,4061
1647,411,5731
1648,412,937
1649,412,6156
1650,412,4079
1651,412,5749
1652,413,955
1653,413,6174
1654,413,4097
1655,413,5767
1656,414,973
1657,414,6192
1658,414,4115
1659,414,5785
1660,415,991
1661,415,6210
1662,415,4133
1663,415,5803
1664,416,1009
1665,416,6228
1666,416,4151
1667,416,5821
1668,417,1027
1669,417,6246
1670,417,4169
1671,417,5839
1672,418,1045
1673,418,6264
1674,418,4187
1675,418,5857
1676,419,1063
1677,419,6282
1678,419,4205
1679,419,5875
1680,420,1081
1681,420,6300
1682,420,4223
1683,420,5893
1684,421,1099
1685,421,6318
1686,421,4241
1687,421,5911
1688,422,1117
1689,422,6336
1690,422,4259
1691,422,5929
1692,423,1135
1693,423,6354
1694,423,4277
1695,423,5947
1696,424,1153
1697,424,6372
1698,424,4295
1699,424,5965
1700,425,1171
1701,425,6390
1702,425,4313
1703,425,5983
1704,426,1189
1705,426,6408
1706,426,4331
1707,426,6001
1708,427,1207
1709,427,6426
1710,427,4349
1711,427,6019
1712,428,1225
1713,428,6444
1714,428,4367
1715,428,6037
1716,429,1243
1717,429,6462
1718,429,4385
1719,429,6055
1720,430,1261
1721,430,0
1722,430,4403
1723,430,6073
1724,431,1279
1725,431,18
1726,431,4421
1727,431,6091
1728,432,1297
1729,432,36
1730,432,4439
1731,432,6109
1732,433,1315
1733,433,54
1734,433,4457
1735,433,6127
1736,434,1333
1737,434,72
1738,434,4475
1739,434,6145
1740,435,1351
1741,435,90
1742,435,4493
1743,435,6163
1744,436,1369
1745,436,108
1746,436,4511
1747,436,6181
1748,437,1387
1749,437,126
1750,437,4529
1751,437,6199
1752,438,1405
1753,438,144
1754,438,4547
1755,438,6217
1756,439,1423
1757,439,162
1758,439,4565
1759,439,6235
1760,440,1441
1761,440,180
1762,440,4583
1763,440,6253
1764,441,1459
1765,441,198
1766,441,4601
1767,441,6271
1768,442,1477
1769,442,216
1770,442,4619
1771,442,6289
1772,443,1495
1773,443,234
1774,443,4637
1775,443,6307
1776,444,1513
1777,444,252
1778,444,4655
1779,444,6325
1780,445,1531
1781,445,270
1782,445,4673
1783,445,6343
1784,446,1549
1785,446,288
1786,446,4691
1787,446,6361
1788,447,1567
1789,447,306
1790,447,4709
1791,447,6379
1792,448,1585
1793,448,324
1794,448,4727
1795,448,6397
1796,449,1603
1797,449,342
1798,449,4745
1799,449,6415
1800,450,1621
1801,450,360
1802,450,4763
1803,450,6433
1804,451,1639
1805,451,378
1806,451,4781
1807,451,6451
1808,452,1657
1809,452,396
1810,452,4799
1811,452,6469
1812,453,1675
1813,453,414
1814,453,4817
1815,453,7
1816,454,1693
1817,454,432
1818,454,4835
1819,454,25
1820,455,1711
1821,455,450
1822,455,4853
1823,455,43
1824,456,1729
1825,456,468
1826,456,4871
1827,456,61
1828,457,1747
1829,457,486
1830,457,4889
1831,457,79
1832,458,1765
1833,458,504
1834,458,4907
1835,458,97
1836,459,1783
1837,459,522
1838,459,4925
1839,459,115
1840,460,1801
1841,460,540
1842,460,4943
1843,460,133
1844,461,1819
1845,461,558
1846,461,4961
1847,461,151
1848,462,1837
1849,462,576
1850,462,4979
1851,462,169
1852,463,1855
1853,463,594
1854,463,4997
1855,463,187
1856,464,1873
1857,464,612
1858,464,5015
1859,464,205
1860,465,1891
1861,465,630
1862,465,5033
1863,465,223
1864,466,1909
1865,466,648
1866,466,5051
1867,466,241
1868,467,1927
1869,467,666
1870,467,5069
1871,467,259
1872,468,1945
1873,468,684
1874,468,5087
1875,468,277
1876,469,1963
1877,469,702
1878,469,5105
1879,469,295
1880,470,1981
1881,470,720
1882,470,5123
1883,470,313
1884,471,1999
1885,471,738
1886,471,5141
1887,471,331
1888,472,2017
1889,472,756
1890,472,5159
1891,472,349
1892,473,2035
1893,473,774
1894,473,5177
1895,473,367
1896,474,2053
1897,474,792
1898,474,5195
1899,474,385
1900,475,2071
1901,475,810
1902,475,5213
1903,475,403
1904,476,2089
1905,476,828
1906,476,5231
1907,476,421
1908,477,2107
1909,477,846
1910,477,5249
1911,477,439
1912,478,2125
1913,478,864
1914,478,5267
