eid,vid,cid
308,77,1540
309,77,575
310,77,4388
311,77,4762
312,78,1560
313,78,595
314,78,4408
315,78,4782
316,79,1580
317,79,615
318,79,4428
319,79,4802
320,80,1600
321,80,635
322,80,4448
323,80,4822
324,81,1620
325,81,655
326,81,4468
327,81,4842
328,82,1640
329,82,675
330,82,4488
331,82,4862
332,83,1660
333,83,695
334,83,4508
335,83,4882
336,84,1680
337,84,715
338,84,4528
339,84,4902
340,85,1700
341,85,735
342,85,4548
343,85,4922
344,86,1720
345,86,755
346,86,4568
347,86,4942
348,87,1740
349,87,775
350,87,4588
351,87,4962
352,88,1760
353,88,795
354,88,4608
355,88,4982
356,89,1780
357,89,815
358,89,4628
359,89,5002
360,90,1800
361,90,835
362,90,4648
363,90,5022
364,91,1820
365,91,855
366,91,4668
367,91,5042
368,92,1840
369,92,875
370,92,4688
371,92,5062
372,93,1860
373,93,895
374,93,4708
375,93,5082
376,94,1880
377,94,915
378,94,4728
379,94,5102
380,95,1900
381,95,935
382,95,4748
383,95,5122
384,96,1920
385,96,955
386,96,4768
387,96,5142
388,97,1940
389,97,975
390,97,4788
391,97,5162
392,98,1960
393,98,995
394,98,4808
395,98,5182
396,99,1980
397,99,1015
398,99,4828
399,99,5202
400,100,2000
401,100,1035
402,100,4848
403,100,5222
404,101,2020
405,101,1055
406,101,4868
407,101,5242
408,102,2040
409,102,1075
410,102,4888
411,102,5262
412,103,2060
413,103,1095
414,103,4908
415,103,5282
416,104,2080
417,104,1115
418,104,4928
419,104,5302
420,105,2100
421,105,1135
422,105,4948
423,105,5322
424,106,2120
425,106,1155
426,106,4968
427,106,5342
428,107,2140
429,107,1175
430,107,4988
431,107,5362
432,108,2160
433,108,1195
434,108,5008
435,108,5382
436,109,2180
437,109,1215
438,109,5028
439,109,5402
440,110,2200
441,110,1235
442,110,5048
443,110,5422
444,111,2220
445,111,1255
446,111,5068
447,111,5442
448,112,2240
449,112,1275
450,112,5088
451,112,5462
452,113,2260
453,113,1295
454,113,5108
455,113,5482
456,114,2280
457,114,1315
458,114,5128
459,114,5502
460,115,2300
461,115,1335
462,115,5148
463,115,5522
464,116,2320
465,116,1355
466,116,5168
467,116,5542
468,117,2340
469,117,1375
470,117,5188
471,117,5562
472,118,2360
473,118,1395
474,118,5208
475,118,5582
476,119,2380
477,119,1415
478,119,5228
479,119,5602
480,120,2400
481,120,1435
482,120,5248
483,120,5622
484,121,2420
485,121,1455
486,121,5268
487,121,5642
488,122,2440
489,122,1475
490,122,5288
491,122,5662
492,123,2460
493,123,1495
494,123,5308
495,123,5682
496,124,2480
497,124,1515
498,124,5328
499,124,5702
500,125,2500
501,125,1535
502,125,5348
503,125,5722
504,126,2520
505,126,1555
506,126,5368
507,126,5742
508,127,2540
509,127,1575
510,127,5388
511,127,5762
512,128,2560
513,128,1595
514,128,5408
515,128,5782
516,129,2580
517,129,1615
518,129,5428
519,129,5802
520,130,2600
521,130,1635
522,130,5448
523,130,5822
524,131,2620
525,131,1655
526,131,5468
527,131,5842
528,132,2640
529,132,1675
530,132,5488
531,132,5862
532,133,2660
533,133,1695
534,133,5508
535,133,5882
536,134,2680
537,134,1715
538,134,5528
539,134,5902
540,135,2700
541,135,1735
542,135,5548
543,135,5922
544,136,2720
545,136,1755
546,136,5568
547,136,5942
548,137,2740
549,137,1775
550,137,5588
551,137,5962
552,138,2760
553,138,1795
554,138,5608
555,138,5982
556,139,2780
557,139,1815
558,139,5628
559,139,6002
560,140,2800
561,140,1835
562,140,5648
563,140,6022
564,141,2820
565,141,1855
566,141,5668
567,141,6042
568,142,2840
569,142,1875
570,142,5688
571,142,6062
572,143,2860
573,143,1895
574,143,5708
575,143,6082
576,144,2880
577,144,1915
578,144,5728
579,144,6102
580,145,2900
581,145,1935
582,145,5748
583,145,6122
584,146,2920
585,146,1955
586,146,5768
587,146,6142
588,147,2940
589,147,1975
590,147,5788
591,147,6162
592,148,2960
593,148,1995
594,148,5808
595,148,6182
596,149,2980
597,149,2015
598,149,5828
599,149,6202
600,150,3000
601,150,2035
602,150,5848
603,150,6222
604,151,3020
605,151,2055
606,151,5868
607,151,6242
608,152,3040
609,152,2075
610,152,5888
611,152,6262
612,153,3060
613,153,2095
614,153,5908
615,153,6282
616,154,3080
617,154,2115
618,154,5928
619,154,6302
620,155,3100
621,155,2135
622,155,5948
623,155,6322
624,156,3120
625,156,2155
626,156,5968
627,156,6342
628,157,3140
629,157,2175
630,157,5988
631,157,6362
632,158,3160
633,158,2195
634,158,6008
635,158,6382
636,159,3180
637,159,2215
638,159,6028
639,159,6402
640,160,3200
641,160,2235
642,160,6048
643,160,6422
644,161,3220
645,161,2255
646,161,6068
647,161,6442
648,162,3240
649,162,2275
650,162,6088
651,162,6462
652,163,3260
653,163,2295
654,163,6108
655,163,6482
656,164,3280
657,164,2315
658,164,6128
659,164,6502
660,165,3300
661,165,2335
662,165,6148
663,165,6522
664,166,3320
665,166,2355
666,166,6168
667,166,6542
668,167,3340
669,167,2375
670,167,6188
671,167,6562
672,168,3360
673,168,2395
674,168,6208
675,168,6582
676,169,3380
677,169,2415
678,169,6228
679,169,6602
680,170,3400
681,170,2435
682,170,6248
683,170,6622
684,171,3420
685,171,2455
686,171,6268
687,171,6642
688,172,3440
689,172,2475
690,172,6288
691,172,6662
692,173,3460
693,173,2495
694,173,6308
695,173,6682
696,174,3480
697,174,2515
698,174,6328
699,174,6702
700,175,3500
701,175,2535
702,175,6348
703,175,6722
704,176,3520
705,176,2555
706,176,6368
707,176,6742
708,177,3540
709,177,2575
710,177,6388
711,177,6762
712,178,3560
713,178,2595
714,178,6408
715,178,6782
716,179,3580
717,179,2615
718,179,6428
719,179,6802
720,180,3600
721,180,2635
722,180,6448
723,180,6822
724,181,3620
725,181,2655
726,181,6468
727,181,6842
728,182,3640
729,182,2675
730,182,6488
731,182,6862
732,183,3660
733,183,2695
734,183,6508
735,183,6882
736,184,3680
737,184,2715
738,184,6528
739,184,6902
740,185,3700
741,185,2735
742,185,6548
743,185,6922
744,186,3720
745,186,2755
746,186,6568
747,186,6942
748,187,3740
749,187,2775
750,187,6588
751,187,6962
752,188,3760
753,188,2795
754,188,6608
755,188,6982
756,189,3780
757,189,2815
758,189,6628
759,189,7002
760,190,3800
761,190,2835
762,190,6648
763,190,7022
764,191,3820
765,191,2855
766,191,6668
767,191,7042
768,192,3840
769,192,2875
770,192,6688
771,192,7062
772,193,3860
773,193,2895
774,193,6708
775,193,7082
776,194,3880
777,194,2915
778,194,6728
779,194,7102
780,195,3900
781,195,2935
782,195,6748
783,195,7122
784,196,3920
785,196,2955
786,196,6768
787,196,7142
788,197,3940
789,197,2975
790,197,6788
791,197,7162
792,198,3960
793,198,2995
794,198,6808
795,198,7182
796,199,3980
797,199,3015
798,199,6828
799,199,2
800,200,4000
801,200,3035
802,200,6848
803,200,22
804,201,4020
805,201,3055
806,201,6868
807,201,42
808,202,4040
809,202,3075
810,202,6888
811,202,62
812,203,4060
813,203,3095
814,203,6908
815,203,82
816,204,4080
817,204,3115
818,204,6928
819,204,102
820,205,4100
821,205,3135
822,205,6948
823,205,122
824,206,4120
825,206,3155
826,206,6968
827,206,142
828,207,4140
829,207,3175
830,207,6988
831,207,162
832,208,4160
833,208,3195
834,208,7008
835,208,182
836,209,4180
837,209,3215
838,209,7028
839,209,202
840,210,4200
841,210,3235
842,210,7048
843,210,222
844,211,4220
845,211,3255
846,211,7068
847,211,242
848,212,4240
849,212,3275
850,212,7088
851,212,262
852,213,4260
853,213,3295
854,213,7108
855,213,282
856,214,4280
857,214,3315
858,214,7128
859,214,302
860,215,4300
861,215,3335
862,215,7148
863,215,322
864,216,4320
865,216,3355
866,216,7168
867,216,342
868,217,4340
869,217,3375
870,217,7188
871,217,362
872,218,4360
873,218,3395
874,218,8
875,218,382
876,219,4380
877,219,3415
878,219,28
879,219,402
880,220,4400
881,220,3435
882,220,48
883,220,422
884,221,4420
885,221,3455
886,221,68
887,221,442
888,222,4440
889,222,3475
890,222,88
891,222,462
892,223,4460
893,223,3495
894,223,108
895,223,482
896,224,4480
897,224,3515
898,224,128
899,224,502
900,225,4500
901,225,3535
902,225,148
903,225,522
904,226,4520
905,226,3555
906,226,168
907,226,542
908,227,4540
909,227,3575
910,227,188
911,227,562
912,228,4560
913,228,3595
914,228,208
915,228,582
916,229,4580
917,229,3615
918,229,228
919,229,602
920,230,4600
921,230,3635
922,230,248
923,230,622
924,231,4620
925,231,3655
926,231,268
927,231,642
928,232,4640
929,232,3675
930,232,288
931,232,662
932,233,4660
933,233,3695
934,233,308
935,233,682
936,234,4680
937,234,3715
938,234,328
939,234,702
940,235,4700
941,235,3735
942,235,348
943,235,722
944,236,4720
945,236,3755
946,236,368
947,236,742
948,237,4740
949,237,3775
950,237,388
951,237,762
952,238,4760
953,238,3795
954,238,408
955,238,782
956,239,4780
957,239,3815
958,239,428
959,239,802
960,240,4800
961,240,3835
962,240,448
963,240,822
964,241,4820
965,241,3855
966,241,468
967,241,842
968,242,4840
969,242,3875
970,242,488
971,242,862
972,243,4860
973,243,3895
974,243,508
975,243,882
976,244,4880
977,244,3915
978,244,528
979,244,902
980,245,4900
981,245,3935
982,245,548
983,245,922
984,246,4920
985,246,3955
986,246,568
987,246,942
988,247,4940
989,247,3975
990,247,588
991,247,962
992,248,4960
993,248,3995
994,248,608
995,248,982
996,249,4980
997,249,4015
998,249,628
999,249,1002
1000,250,5000
1001,250,4035
1002,250,648
1003,250,1022
1004,251,5020
1005,251,4055
1006,251,668
1007,251,1042
1008,252,5040
1009,252,4075
1010,252,688
1011,252,1062
1012,253,5060
1013,253,4095
1014,253,708
1015,253,1082
1016,254,5080
1017,254,4115
1018,254,728
1019,254,1102
1020,255,5100
1021,255,4135
1022,255,748
1023,255,1122
1024,256,5120
1025,256,4155
1026,256,768
1027,256,1142
1028,257,5140
1029,257,4175
1030,257,788
1031,257,1162
1032,258,5160
1033,258,4195
1034,258,808
1035,258,1182
1036,259,5180
1037,259,4215
1038,259,828
1039,259,1202
1040,260,5200
1041,260,4235
1042,260,848
1043,260,1222
1044,261,5220
1045,261,4255
1046,261,868
1047,261,1242
1048,262,5240
1049,262,4275
1050,262,888
1051,262,1262
1052,263,5260
1053,263,4295
1054,263,908
1055,263,1282
1056,264,5280
1057,264,4315
1058,264,928
1059,264,1302
1060,265,5300
1061,265,4335
1062,265,948
1063,265,1322
1064,266,5320
1065,266,4355
1066,266,968
1067,266,1342
1068,267,5340
1069,267,4375
1070,267,988
1071,267,1362
1072,268,5360
1073,268,4395
1074,268,1008
1075,268,1382
1076,269,5380
1077,269,4415
1078,269,1028
1079,269,1402
1080,270,5400
1081,270,4435
1082,270,1048
1083,270,1422
1084,271,5420
1085,271,4455
1086,271,1068
1087,271,1442
1088,272,5440
1089,272,4475
1090,272,1088
1091,272,1462
1092,273,5460
1093,273,4495
1094,273,1108
1095,273,1482
1096,274,5480
1097,274,4515
1098,274,1128
1099,274,1502
1100,275,5500
1101,275,4535
1102,275,1148
1103,275,1522
1104,276,5520
1105,276,4555
1106,276,1168
1107,276,1542
1108,277,5540
1109,277,4575
1110,277,1188
1111,277,1562
1112,278,5560
1113,278,4595
1114,278,1208
1115,278,1582
1116,279,5580
1117,279,4615
1118,279,1228
1119,279,1602
1120,280,5600
1121,280,4635
1122,280,1248
1123,280,1622
1124,281,5620
1125,281,4655
1126,281,1268
1127,281,1642
1128,282,5640
1129,282,4675
1130,282,1288
1131,282,1662
1132,283,5660
1133,283,4695
1134,283,1308
1135,283,1682
1136,284,5680
1137,284,4715
1138,284,1328
1139,284,1702
1140,285,5700
1141,285,4735
1142,285,1348
1143,285,1722
1144,286,5720
1145,286,4755
1146,286,1368
1147,286,1742
1148,287,5740
1149,287,4775
1150,287,1388
1151,287,1762
1152,288,5760
1153,288,4795
1154,288,1408
1155,288,1782
1156,289,5780
1157,289,4815
1158,289,1428
1159,289,1802
1160,290,5800
1161,290,4835
1162,290,1448
1163,290,1822
1164,291,5820
1165,291,4855
1166,291,1468
1167,291,1842
1168,292,5840
1169,292,4875
1170,292,1488
1171,292,1862
1172,293,5860
1173,293,4895
1174,293,1508
1175,293,1882
1176,294,5880
1177,294,4915
1178,294,1528
1179,294,1902
1180,295,5900
1181,295,4935
1182,295,1548
1183,295,1922
1184,296,5920
1185,296,4955
1186,296,1568
1187,296,1942
1188,297,5940
1189,297,4975
1190,297,1588
1191,297,1962
1192,298,5960
1193,298,4995
1194,298,1608
1195,298,1982
1196,299,5980
1197,299,5015
1198,299,1628
1199,299,2002
1200,300,6000
1201,300,5035
1202,300,1648
1203,300,2022
1204,301,6020
1205,301,5055
1206,301,1668
1207,301,2042
1208,302,6040
1209,302,5075
1210,302,1688
1211,302,2062
1212,303,6060
1213,303,5095
1214,303,1708
1215,303,2082
1216,304,6080
1217,304,5115
1218,304,1728
1219,304,2102
1220,305,6100
1221,305,5135
1222,305,1748
1223,305,2122
1224,306,6120
1225,306,5155
1226,306,1768
1227,306,2142
1228,307,6140
1229,307,5175
1230,307,1788
1231,307,2162
1232,308,6160
1233,308,5195
1234,308,1808
1235,308,2182
1236,309,6180
1237,309,5215
1238,309,1828
1239,309,2202
1240,310,6200
1241,310,5235
1242,310,1848
1243,310,2222
1244,311,6220
1245,311,5255
1246,311,1868
1247,311,2242
1248,312,6240
1249,312,5275
1250,312,1888
1251,312,2262
1252,313,6260
1253,313,5295
1254,313,1908
1255,313,2282
1256,314,6280
1257,314,5315
1258,314,1928
1259,314,2302
1260,315,6300
1261,315,5335
1262,315,1948
1263,315,2322
1264,316,6320
1265,316,5355
1266,316,1968
1267,316,2342
1268,317,6340
1269,317,5375
1270,317,1988
1271,317,2362
1272,318,6360
1273,318,5395
1274,318,2008
1275,318,2382
1276,319,6380
1277,319,5415
1278,319,2028
1279,319,2402
1280,320,6400
1281,320,5435
1282,320,2048
1283,320,2422
1284,321,6420
1285,321,5455
1286,321,2068
1287,321,2442
1288,322,6440
1289,322,5475
1290,322,2088
1291,322,2462
1292,323,6460
1293,323,5495
1294,323,2108
1295,323,2482
1296,324,6480
1297,324,5515
1298,324,2128
1299,324,2502
1300,325,6500
1301,325,5535
1302,325,2148
1303,325,2522
1304,326,6520
1305,326,5555
1306,326,2168
1307,326,2542
1308,327,6540
1309,327,5575
1310,327,2188
1311,327,2562
1312,328,6560
1313,328,5595
1314,328,2208
1315,328,2582
1316,329,6580
1317,329,5615
1318,329,2228
1319,329,2602
1320,330,6600
1321,330,5635
1322,330,2248
1323,330,2622
1324,331,6620
1325,331,5655
1326,331,2268
1327,331,2642
1328,332,6640
1329,332,5675
1330,332,2288
1331,332,2662
1332,333,6660
1333,333,5695
1334,333,2308
1335,333,2682
1336,334,6680
1337,334,5715
1338,334,2328
1339,334,2702
1340,335,6700
1341,335,5735
1342,335,2348
1343,335,2722
1344,336,6720
1345,336,5755
1346,336,2368
1347,336,2742
1348,337,6740
1349,337,5775
1350,337,2388
1351,337,2762
1352,338,6760
1353,338,5795
1354,338,2408
1355,338,2782
1356,339,6780
1357,339,5815
1358,339,2428
1359,339,2802
1360,340,6800
1361,340,5835
1362,340,2448
1363,340,2822
1364,341,6820
1365,341,5855
1366,341,2468
1367,341,2842
1368,342,6840
1369,342,5875
1370,342,2488
1371,342,2862
1372,343,6860
1373,343,5895
1374,343,2508
1375,343,2882
1376,344,6880
1377,344,5915
1378,344,2528
1379,344,2902
1380,345,6900
1381,345,5935
1382,345,2548
1383,345,2922
1384,346,6920
1385,346,5955
1386,346,2568
1387,346,2942
1388,347,6940
1389,347,5975
1390,347,2588
1391,347,2962
1392,348,6960
1393,348,5995
1394,348,2608
1395,348,2982
1396,349,6980
1397,349,6015
1398,349,2628
1399,349,3002
1400,350,7000
1401,350,6035
1402,350,2648
1403,350,3022
1404,351,7020
1405,351,6055
1406,351,2668
1407,351,3042
1408,352,7040
1409,352,6075
1410,352,2688
1411,352,3062
1412,353,7060
1413,353,6095
1414,353,2708
1415,353,3082
1416,354,7080
1417,354,6115
1418,354,2728
1419,354,3102
1420,355,7100
1421,355,6135
1422,355,2748
1423,355,3122
1424,356,7120
1425,356,6155
1426,356,2768
1427,356,3142
1428,357,7140
1429,357,6175
1430,357,2788
1431,357,3162
1432,358,7160
1433,358,6195
1434,358,2808
1435,358,3182
1436,359,7180
1437,359,6215
1438,359,2828
1439,359,3202
1440,360,1
1441,360,5800
1442,360,3492
1443,360,5348
1444,361,21
1445,361,5820
1446,361,3512
1447,361,5368
1448,362,41
1449,362,5840
1450,362,3532
1451,362,5388
1452,363,61
1453,363,5860
1454,363,3552
1455,363,5408
1456,364,81
1457,364,5880
1458,364,3572
1459,364,5428
1460,365,101
1461,365,5900
1462,365,3592
1463,365,5448
1464,366,121
1465,366,5920
1466,366,3612
1467,366,5468
1468,367,141
1469,367,5940
1470,367,3632
1471,367,5488
1472,368,161
1473,368,5960
1474,368,3652
1475,368,5508
1476,369,181
1477,369,5980
1478,369,3672
1479,369,5528
1480,370,201
1481,370,6000
1482,370,3692
1483,370,5548
1484,371,221
1485,371,6020
1486,371,3712
1487,371,5568
1488,372,241
1489,372,6040
1490,372,3732
1491,372,5588
1492,373,261
1493,373,6060
1494,373,3752
1495,373,5608
1496,374,281
1497,374,6080
1498,374,3772
1499,374,5628
1500,375,301
1501,375,6100
1502,375,3792
1503,375,5648
1504,376,321
1505,376,6120
1506,376,3812
1507,376,5668
1508,377,341
1509,377,6140
1510,377,3832
1511,377,5688
1512,378,361
1513,378,6160
1514,378,3852
1515,378,5708
1516,379,381
1517,379,6180
1518,379,3872
1519,379,5728
1520,380,401
1521,380,6200
1522,380,3892
1523,380,5748
1524,381,421
1525,381,6220
1526,381,3912
1527,381,5768
1528,382,441
1529,382,6240
1530,382,3932
1531,382,5788
1532,383,461
1533,383,6260
1534,383,3952
1535,383,5808
1536,384,481
1537,384,6280
1538,384,3972
1539,384,5828
1540,385,501
1541,385,6300
1542,385,3992
1543,385,5848
1544,386,521
1545,386,6320
1546,386,4012
1547,386,5868
1548,387,541
1549,387,6340
1550,387,4032
1551,387,5888
1552,388,561
1553,388,6360
1554,388,4052
1555,388,5908
1556,389,581
1557,389,6380
1558,389,4072
1559,389,5928
1560,390,601
1561,390,6400
1562,390,4092
1563,390,5948
1564,391,621
1565,391,6420
1566,391,4112
1567,391,5968
1568,392,641
1569,392,6440
1570,392,4132
1571,392,5988
1572,393,661
1573,393,6460
1574,393,4152
1575,393,6008
1576,394,681
1577,394,6480
1578,394,4172
1579,394,6028
1580,395,701
1581,395,6500
1582,395,4192
1583,395,6048
1584,396,721
1585,396,6520
1586,396,4212
1587,396,6068
1588,397,741
1589,397,6540
1590,397,4232
1591,397,6088
1592,398,761
1593,398,6560
1594,398,4252
1595,398,6108
1596,399,781
1597,399,6580
1598,399,4272
1599,399,6128
1600,400,801
1601,400,6600
1602,400,4292
1603,400,6148
1604,401,821
1605,401,6620
1606,401,4312
1607,401,6168
1608,402,841
1609,402,6640
1610,402,4332
1611,402,6188
1612,403,861
1613,403,6660
1614,403,4352
1615,403,6208
1616,404,881
1617,404,6680
1618,404,4372
1619,404,6228
1620,405,901
1621,405,6700
1622,405,4392
1623,405,6248
1624,406,921
1625,406,6720
1626,406,4412
1627,406,6268
1628,407,941
1629,407,6740
1630,407,4432
1631,407,6288
1632,408,961
1633,408,6760
1634,408,4452
1635,408,6308
1636,409,981
1637,409,6780
1638,409,4472
1639,409,6328
1640,410,1001
1641,410,6800
1642,410,4492
1643,410,6348
1644,411,1021
1645,411,6820
1646,411,4512
1647,411,6368
1648,412,1041
1649,412,6840
1650,412,4532
1651,412,6388
1652,413,1061
1653,413,6860
1654,413,4552
1655,413,6408
1656,414,1081
1657,414,6880
1658,414,4572
1659,414,6428
1660,415,1101
1661,415,6900
1662,415,4592
1663,415,6448
1664,416,1121
1665,416,6920
1666,416,4612
1667,416,6468
1668,417,1141
1669,417,6940
1670,417,4632
1671,417,6488
1672,418,1161
1673,418,6960
1674,418,4652
1675,418,6508
1676,419,1181
1677,419,6980
1678,419,4672
1679,419,6528
1680,420,1201
1681,420,7000
1682,420,4692
1683,420,6548
1684,421,1221
1685,421,7020
1686,421,4712
1687,421,6568
1688,422,1241
1689,422,7040
1690,422,4732
1691,422,6588
1692,423,1261
1693,423,7060
1694,423,4752
1695,423,6608
1696,424,1281
1697,424,7080
1698,424,4772
1699,424,6628
1700,425,1301
1701,425,7100
1702,425,4792
1703,425,6648
1704,426,1321
1705,426,7120
1706,426,4812
1707,426,6668
1708,427,1341
1709,427,7140
1710,427,4832
1711,427,6688
1712,428,1361
1713,428,7160
1714,428,4852
1715,428,6708
1716,429,1381
1717,429,7180
1718,429,4872
1719,429,6728
1720,430,1401
1721,430,0
1722,430,4892
1723,430,6748
1724,431,1421
1725,431,20
1726,431,4912
1727,431,6768
1728,432,1441
1729,432,40
1730,432,4932
1731,432,6788
1732,433,1461
1733,433,60
1734,433,4952
1735,433,6808
1736,434,1481
1737,434,80
1738,434,4972
1739,434,6828
1740,435,1501
1741,435,100
1742,435,4992
1743,435,6848
1744,436,1521
1745,436,120
1746,436,5012
1747,436,6868
1748,437,1541
1749,437,140
1750,437,5032
1751,437,6888
1752,438,1561
1753,438,160
1754,438,5052
1755,438,6908
1756,439,1581
1757,439,180
1758,439,5072
1759,439,6928
1760,440,1601
1761,440,200
1762,440,5092
1763,440,6948
1764,441,1621
1765,441,220
1766,441,5112
1767,441,6968
1768,442,1641
1769,442,240
1770,442,5132
1771,442,6988
1772,443,1661
1773,443,260
1774,443,5152
1775,443,7008
1776,444,1681
1777,444,280
1778,444,5172
1779,444,7028
1780,445,1701
1781,445,300
1782,445,5192
1783,445,7048
1784,446,1721
1785,446,320
1786,446,5212
1787,446,7068
1788,447,1741
1789,447,340
1790,447,5232
1791,447,7088
1792,448,1761
1793,448,360
1794,448,5252
1795,448,7108
1796,449,1781
1797,449,380
1798,449,5272
1799,449,7128
1800,450,1801
1801,450,400
1802,450,5292
1803,450,7148
1804,451,1821
1805,451,420
1806,451,5312
1807,451,7168
1808,452,1841
1809,452,440
1810,452,5332
1811,452,7188
1812,453,1861
1813,453,460
1814,453,5352
1815,453,8
1816,454,1881
1817,454,480
1818,454,5372
1819,454,28
1820,455,1901
1821,455,500
1822,455,5392
1823,455,48
1824,456,1921
1825,456,520
1826,456,5412
1827,456,68
1828,457,1941
1829,457,540
1830,457,5432
1831,457,88
1832,458,1961
1833,458,560
1834,458,5452
1835,458,108
1836,459,1981
1837,459,580
1838,459,5472
1839,459,128
1840,460,2001
1841,460,600
1842,460,5492
1843,460,148
1844,461,2021
1845,461,620
1846,461,5512
1847,461,168
1848,462,2041
1849,462,640
1850,462,5532
1851,462,188
1852,463,2061
1853,463,660
1854,463,5552
1855,463,208
1856,464,2081
1857,464,680
1858,464,5572
1859,464,228
1860,465,2101
1861,465,700
1862,465,5592
1863,465,248
1864,466,2121
1865,466,720
1866,466,5612
1867,466,268
1868,467,2141
1869,467,740
1870,467,5632
1871,467,288
1872,468,2161
1873,468,760
1874,468,5652
1875,468,308
1876,469,2181
1877,469,780
1878,469,5672
1879,469,328
1880,470,2201
1881,470,800
1882,470,5692
1883,470,348
1884,471,2221
1885,471,820
1886,471,5712
1887,471,368
1888,472,2241
1889,472,840
1890,472,5732
1891,472,388
1892,473,2261
1893,473,860
1894,473,5752
1895,473,408
1896,474,2281
1897,474,880
1898,474,5772
1899,474,428
1900,475,2301
1901,475,900
1902,475,5792
1903,475,448
1904,476,2321
1905,476,920
1906,476,5812
1907,476,468
1908,477,2341
1909,477,940
1910,477,5832
