eid,vid,cid
225,18,39559
226,18,20678
227,18,23280
228,19,37183
229,19,23207
230,19,34373
231,19,3332
232,19,27891
233,19,18373
234,19,18734
235,19,7800
236,19,2786
237,19,39679
238,19,20798
239,19,23400
240,20,37303
241,20,23327
242,20,34493
243,20,3452
244,20,28011
245,20,18493
246,20,18854
247,20,7920
248,20,2906
249,20,39799
250,20,20918
251,20,23520
252,21,37423
253,21,23447
254,21,34613
255,21,3572
256,21,28131
257,21,18613
258,21,18974
259,21,8040
260,21,3026
261,21,39919
262,21,21038
263,21,23640
264,22,37543
265,22,23567
266,22,34733
267,22,3692
268,22,28251
269,22,18733
270,22,19094
271,22,8160
272,22,3146
273,22,40039
274,22,21158
275,22,23760
276,23,37663
277,23,23687
278,23,34853
279,23,3812
280,23,28371
281,23,18853
282,23,19214
283,23,8280
284,23,3266
285,23,40159
286,23,21278
287,23,23880
288,24,37783
289,24,23807
290,24,34973
291,24,3932
292,24,28491
293,24,18973
294,24,19334
295,24,8400
296,24,3386
297,24,40279
298,24,21398
299,24,24000
300,25,37903
301,25,23927
302,25,35093
303,25,4052
304,25,28611
305,25,19093
306,25,19454
307,25,8520
308,25,3506
309,25,40399
310,25,21518
311,25,24120
312,26,38023
313,26,24047
314,26,35213
315,26,4172
316,26,28731
317,26,19213
318,26,19574
319,26,8640
320,26,3626
321,26,40519
322,26,21638
323,26,24240
324,27,38143
325,27,24167
326,27,35333
327,27,4292
328,27,28851
329,27,19333
330,27,19694
331,27,8760
332,27,3746
333,27,40639
334,27,21758
335,27,24360
336,28,38263
337,28,24287
338,28,35453
339,28,4412
340,28,28971
341,28,19453
342,28,19814
343,28,8880
344,28,3866
345,28,40759
346,28,21878
347,28,24480
348,29,38383
349,29,24407
350,29,35573
351,29,4532
352,29,29091
353,29,19573
354,29,19934
355,29,9000
356,29,3986
357,29,40879
358,29,21998
359,29,24600
360,30,38503
361,30,24527
362,30,35693
363,30,4652
364,30,29211
365,30,19693
366,30,20054
367,30,9120
368,30,4106
369,30,40999
370,30,22118
371,30,24720
372,31,38623
373,31,24647
374,31,35813
375,31,4772
376,31,29331
377,31,19813
378,31,20174
379,31,9240
380,31,4226
381,31,41119
382,31,22238
383,31,24840
384,32,38743
385,32,24767
386,32,35933
387,32,4892
388,32,29451
389,32,19933
390,32,20294
391,32,9360
392,32,4346
393,32,41239
394,32,22358
395,32,24960
396,33,38863
397,33,24887
398,33,36053
399,33,5012
400,33,29571
401,33,20053
402,33,20414
403,33,9480
404,33,4466
405,33,41359
406,33,22478
407,33,25080
408,34,38983
409,34,25007
410,34,36173
411,34,5132
412,34,29691
413,34,20173
414,34,20534
415,34,9600
416,34,4586
417,34,41479
418,34,22598
419,34,25200
420,35,39103
421,35,25127
422,35,36293
423,35,5252
424,35,29811
425,35,20293
426,35,20654
427,35,9720
428,35,4706
429,35,41599
430,35,22718
431,35,25320
432,36,39223
433,36,25247
434,36,36413
435,36,5372
436,36,29931
437,36,20413
438,36,20774
439,36,9840
440,36,4826
441,36,41719
442,36,22838
443,36,25440
444,37,39343
445,37,25367
446,37,36533
447,37,5492
448,37,30051
449,37,20533
450,37,20894
451,37,9960
452,37,4946
453,37,41839
454,37,22958
455,37,25560
456,38,39463
457,38,25487
458,38,36653
459,38,5612
460,38,30171
461,38,20653
462,38,21014
463,38,10080
464,38,5066
465,38,41959
466,38,23078
467,38,25680
468,39,39583
469,39,25607
470,39,36773
471,39,5732
472,39,30291
473,39,20773
474,39,21134
475,39,10200
476,39,5186
477,39,42079
478,39,23198
479,39,25800
480,40,39703
481,40,25727
482,40,36893
483,40,5852
484,40,30411
485,40,20893
486,40,21254
487,40,10320
488,40,5306
489,40,42199
490,40,23318
491,40,25920
492,41,39823
493,41,25847
494,41,37013
495,41,5972
496,41,30531
497,41,21013
498,41,21374
499,41,10440
500,41,5426
501,41,42319
502,41,23438
503,41,26040
504,42,39943
505,42,25967
506,42,37133
507,42,6092
508,42,30651
509,42,21133
510,42,21494
511,42,10560
512,42,5546
513,42,42439
514,42,23558
515,42,26160
516,43,40063
517,43,26087
518,43,37253
519,43,6212
520,43,30771
521,43,21253
522,43,21614
523,43,10680
524,43,5666
525,43,42559
526,43,23678
527,43,26280
528,44,40183
529,44,26207
530,44,37373
531,44,6332
532,44,30891
533,44,21373
534,44,21734
535,44,10800
536,44,5786
537,44,42679
538,44,23798
539,44,26400
540,45,40303
541,45,26327
542,45,37493
543,45,6452
544,45,31011
545,45,21493
546,45,21854
547,45,10920
548,45,5906
549,45,42799
550,45,23918
551,45,26520
552,46,40423
553,46,26447
554,46,37613
555,46,6572
556,46,31131
557,46,21613
558,46,21974
559,46,11040
560,46,6026
561,46,42919
562,46,24038
563,46,26640
564,47,40543
565,47,26567
566,47,37733
567,47,6692
568,47,31251
569,47,21733
570,47,22094
571,47,11160
572,47,6146
573,47,43039
574,47,24158
575,47,26760
576,48,40663
577,48,26687
578,48,37853
579,48,6812
580,48,31371
581,48,21853
582,48,22214
583,48,11280
584,48,6266
585,48,43159
586,48,24278
587,48,26880
588,49,40783
589,49,26807
590,49,37973
591,49,6932
592,49,31491
593,49,21973
594,49,22334
595,49,11400
596,49,6386
597,49,79
598,49,24398
599,49,27000
600,50,40903
601,50,26927
602,50,38093
603,50,7052
604,50,31611
605,50,22093
606,50,22454
607,50,11520
608,50,6506
609,50,199
610,50,24518
611,50,27120
612,51,41023
613,51,27047
614,51,38213
615,51,7172
616,51,31731
617,51,22213
618,51,22574
619,51,11640
620,51,6626
621,51,319
622,51,24638
623,51,27240
624,52,41143
625,52,27167
626,52,38333
627,52,7292
628,52,31851
629,52,22333
630,52,22694
631,52,11760
632,52,6746
633,52,439
634,52,24758
635,52,27360
636,53,41263
637,53,27287
638,53,38453
639,53,7412
640,53,31971
641,53,22453
642,53,22814
643,53,11880
644,53,6866
645,53,559
646,53,24878
647,53,27480
648,54,41383
649,54,27407
650,54,38573
651,54,7532
652,54,32091
653,54,22573
654,54,22934
655,54,12000
656,54,6986
657,54,679
658,54,24998
659,54,27600
660,55,41503
661,55,27527
662,55,38693
663,55,7652
664,55,32211
665,55,22693
666,55,23054
667,55,12120
668,55,7106
669,55,799
670,55,25118
671,55,27720
672,56,41623
673,56,27647
674,56,38813
675,56,7772
676,56,32331
677,56,22813
678,56,23174
679,56,12240
680,56,7226
681,56,919
682,56,25238
683,56,27840
684,57,41743
685,57,27767
686,57,38933
687,57,7892
688,57,32451
689,57,22933
690,57,23294
691,57,12360
692,57,7346
693,57,1039
694,57,25358
695,57,27960
696,58,41863
697,58,27887
698,58,39053
699,58,8012
700,58,32571
701,58,23053
702,58,23414
703,58,12480
704,58,7466
705,58,1159
706,58,25478
707,58,28080
708,59,41983
709,59,28007
710,59,39173
711,59,8132
712,59,32691
713,59,23173
714,59,23534
715,59,12600
716,59,7586
717,59,1279
718,59,25598
719,59,28200
720,60,42103
721,60,28127
722,60,39293
723,60,8252
724,60,32811
725,60,23293
726,60,23654
727,60,12720
728,60,7706
729,60,1399
730,60,25718
731,60,28320
732,61,42223
733,61,28247
734,61,39413
735,61,8372
736,61,32931
737,61,23413
738,61,23774
739,61,12840
740,61,7826
741,61,1519
742,61,25838
743,61,28440
744,62,42343
745,62,28367
746,62,39533
747,62,8492
748,62,33051
749,62,23533
750,62,23894
751,62,12960
752,62,7946
753,62,1639
754,62,25958
755,62,28560
756,63,42463
757,63,28487
758,63,39653
759,63,8612
760,63,33171
761,63,23653
762,63,24014
763,63,13080
764,63,8066
765,63,1759
766,63,26078
767,63,28680
768,64,42583
769,64,28607
770,64,39773
771,64,8732
772,64,33291
773,64,23773
774,64,24134
775,64,13200
776,64,8186
777,64,1879
778,64,26198
779,64,28800
780,65,42703
781,65,28727
782,65,39893
783,65,8852
784,65,33411
785,65,23893
786,65,24254
787,65,13320
788,65,8306
789,65,1999
790,65,26318
791,65,28920
792,66,42823
793,66,28847
794,66,40013
795,66,8972
796,66,33531
797,66,24013
798,66,24374
799,66,13440
800,66,8426
801,66,2119
802,66,26438
803,66,29040
804,67,42943
805,67,28967
806,67,40133
807,67,9092
808,67,33651
809,67,24133
810,67,24494
811,67,13560
812,67,8546
813,67,2239
814,67,26558
815,67,29160
816,68,43063
817,68,29087
818,68,40253
819,68,9212
820,68,33771
821,68,24253
822,68,24614
823,68,13680
824,68,8666
825,68,2359
826,68,26678
827,68,29280
828,69,43183
829,69,29207
830,69,40373
831,69,9332
832,69,33891
833,69,24373
834,69,24734
835,69,13800
836,69,8786
837,69,2479
838,69,26798
839,69,29400
840,70,103
841,70,29327
842,70,40493
843,70,9452
844,70,34011
845,70,24493
846,70,24854
847,70,13920
848,70,8906
849,70,2599
850,70,26918
851,70,29520
852,71,223
853,71,29447
854,71,40613
855,71,9572
856,71,34131
857,71,24613
858,71,24974
859,71,14040
860,71,9026
861,71,2719
862,71,27038
863,71,29640
864,72,343
865,72,29567
866,72,40733
867,72,9692
868,72,34251
869,72,24733
870,72,25094
871,72,14160
872,72,9146
873,72,2839
874,72,27158
875,72,29760
876,73,463
877,73,29687
878,73,40853
879,73,9812
880,73,34371
881,73,24853
882,73,25214
883,73,14280
884,73,9266
885,73,2959
886,73,27278
887,73,29880
888,74,583
889,74,29807
890,74,40973
891,74,9932
892,74,34491
893,74,24973
894,74,25334
895,74,14400
896,74,9386
897,74,3079
898,74,27398
899,74,30000
900,75,703
901,75,29927
902,75,41093
903,75,10052
904,75,34611
905,75,25093
906,75,25454
907,75,14520
908,75,9506
909,75,3199
910,75,27518
911,75,30120
912,76,823
913,76,30047
914,76,41213
915,76,10172
916,76,34731
917,76,25213
918,76,25574
919,76,14640
920,76,9626
921,76,3319
922,76,27638
923,76,30240
924,77,943
925,77,30167
926,77,41333
927,77,10292
928,77,34851
929,77,25333
930,77,25694
931,77,14760
932,77,9746
933,77,3439
934,77,27758
935,77,30360
936,78,1063
937,78,30287
938,78,41453
939,78,10412
940,78,34971
941,78,25453
942,78,25814
943,78,14880
944,78,9866
945,78,3559
946,78,27878
947,78,30480
948,79,1183
949,79,30407
950,79,41573
951,79,10532
952,79,35091
953,79,25573
954,79,25934
955,79,15000
956,79,9986
957,79,3679
958,79,27998
959,79,30600
960,80,1303
961,80,30527
962,80,41693
963,80,10652
964,80,35211
965,80,25693
966,80,26054
967,80,15120
968,80,10106
969,80,3799
970,80,28118
971,80,30720
972,81,1423
973,81,30647
974,81,41813
975,81,10772
976,81,35331
977,81,25813
978,81,26174
979,81,15240
980,81,10226
981,81,3919
982,81,28238
983,81,30840
984,82,1543
985,82,30767
986,82,41933
987,82,10892
988,82,35451
989,82,25933
990,82,26294
991,82,15360
992,82,10346
993,82,4039
994,82,28358
995,82,30960
996,83,1663
997,83,30887
998,83,42053
999,83,11012
1000,83,35571
1001,83,26053
1002,83,26414
1003,83,15480
1004,83,10466
1005,83,4159
1006,83,28478
1007,83,31080
1008,84,1783
1009,84,31007
1010,84,42173
1011,84,11132
1012,84,35691
1013,84,26173
1014,84,26534
1015,84,15600
1016,84,10586
1017,84,4279
1018,84,28598
1019,84,31200
1020,85,1903
1021,85,31127
1022,85,42293
1023,85,11252
1024,85,35811
1025,85,26293
1026,85,26654
1027,85,15720
1028,85,10706
1029,85,4399
1030,85,28718
1031,85,31320
1032,86,2023
1033,86,31247
1034,86,42413
1035,86,11372
1036,86,35931
1037,86,26413
1038,86,26774
1039,86,15840
1040,86,10826
1041,86,4519
1042,86,28838
1043,86,31440
1044,87,2143
1045,87,31367
1046,87,42533
1047,87,11492
1048,87,36051
1049,87,26533
1050,87,26894
1051,87,15960
1052,87,10946
1053,87,4639
1054,87,28958
1055,87,31560
1056,88,2263
1057,88,31487
1058,88,42653
1059,88,11612
1060,88,36171
1061,88,26653
1062,88,27014
1063,88,16080
1064,88,11066
1065,88,4759
1066,88,29078
1067,88,31680
1068,89,2383
1069,89,31607
1070,89,42773
1071,89,11732
1072,89,36291
1073,89,26773
1074,89,27134
1075,89,16200
1076,89,11186
1077,89,4879
1078,89,29198
1079,89,31800
1080,90,2503
1081,90,31727
1082,90,42893
1083,90,11852
1084,90,36411
1085,90,26893
1086,90,27254
1087,90,16320
1088,90,11306
1089,90,4999
1090,90,29318
1091,90,31920
1092,91,2623
1093,91,31847
1094,91,43013
1095,91,11972
1096,91,36531
1097,91,27013
1098,91,27374
1099,91,16440
1100,91,11426
1101,91,5119
1102,91,29438
1103,91,32040
1104,92,2743
1105,92,31967
1106,92,43133
1107,92,12092
1108,92,36651
1109,92,27133
1110,92,27494
1111,92,16560
1112,92,11546
1113,92,5239
1114,92,29558
1115,92,32160
1116,93,2863
1117,93,32087
1118,93,53
1119,93,12212
1120,93,36771
1121,93,27253
1122,93,27614
1123,93,16680
1124,93,11666
1125,93,5359
1126,93,29678
1127,93,32280
1128,94,2983
1129,94,32207
1130,94,173
1131,94,12332
1132,94,36891
1133,94,27373
1134,94,27734
1135,94,16800
1136,94,11786
1137,94,5479
1138,94,29798
1139,94,32400
1140,95,3103
1141,95,32327
1142,95,293
1143,95,12452
1144,95,37011
1145,95,27493
1146,95,27854
1147,95,16920
1148,95,11906
1149,95,5599
1150,95,29918
1151,95,32520
1152,96,3223
1153,96,32447
1154,96,413
1155,96,12572
1156,96,37131
1157,96,27613
1158,96,27974
1159,96,17040
1160,96,12026
1161,96,5719
1162,96,30038
1163,96,32640
1164,97,3343
1165,97,32567
1166,97,533
1167,97,12692
1168,97,37251
1169,97,27733
1170,97,28094
1171,97,17160
1172,97,12146
1173,97,5839
1174,97,30158
1175,97,32760
1176,98,3463
1177,98,32687
1178,98,653
1179,98,12812
1180,98,37371
1181,98,27853
1182,98,28214
1183,98,17280
1184,98,12266
1185,98,5959
1186,98,30278
1187,98,32880
1188,99,3583
1189,99,32807
1190,99,773
1191,99,12932
1192,99,37491
1193,99,27973
1194,99,28334
1195,99,17400
1196,99,12386
1197,99,6079
1198,99,30398
1199,99,33000
1200,100,3703
1201,100,32927
1202,100,893
1203,100,13052
1204,100,37611
1205,100,28093
1206,100,28454
1207,100,17520
1208,100,12506
1209,100,6199
1210,100,30518
1211,100,33120
1212,101,3823
1213,101,33047
1214,101,1013
1215,101,13172
1216,101,37731
1217,101,28213
1218,101,28574
1219,101,17640
1220,101,12626
1221,101,6319
1222,101,30638
1223,101,33240
1224,102,3943
1225,102,33167
1226,102,1133
1227,102,13292
1228,102,37851
1229,102,28333
1230,102,28694
1231,102,17760
1232,102,12746
1233,102,6439
1234,102,30758
1235,102,33360
1236,103,4063
1237,103,33287
1238,103,1253
1239,103,13412
1240,103,37971
1241,103,28453
1242,103,28814
1243,103,17880
1244,103,12866
1245,103,6559
1246,103,30878
1247,103,33480
1248,104,4183
1249,104,33407
1250,104,1373
1251,104,13532
1252,104,38091
1253,104,28573
1254,104,28934
1255,104,18000
1256,104,12986
1257,104,6679
1258,104,30998
1259,104,33600
1260,105,4303
1261,105,33527
1262,105,1493
1263,105,13652
1264,105,38211
1265,105,28693
1266,105,29054
1267,105,18120
1268,105,13106
1269,105,6799
1270,105,31118
1271,105,33720
1272,106,4423
1273,106,33647
1274,106,1613
1275,106,13772
1276,106,38331
1277,106,28813
1278,106,29174
1279,106,18240
1280,106,13226
1281,106,6919
1282,106,31238
1283,106,33840
1284,107,4543
1285,107,33767
1286,107,1733
1287,107,13892
1288,107,38451
1289,107,28933
1290,107,29294
1291,107,18360
1292,107,13346
1293,107,7039
1294,107,31358
1295,107,33960
1296,108,4663
1297,108,33887
1298,108,1853
1299,108,14012
1300,108,38571
1301,108,29053
1302,108,29414
1303,108,18480
1304,108,13466
1305,108,7159
1306,108,31478
1307,108,34080
1308,109,4783
1309,109,34007
1310,109,1973
1311,109,14132
1312,109,38691
1313,109,29173
1314,109,29534
1315,109,18600
1316,109,13586
1317,109,7279
1318,109,31598
1319,109,34200
1320,110,4903
1321,110,34127
1322,110,2093
1323,110,14252
1324,110,38811
1325,110,29293
1326,110,29654
1327,110,18720
1328,110,13706
1329,110,7399
1330,110,31718
1331,110,34320
1332,111,5023
1333,111,34247
1334,111,2213
1335,111,14372
1336,111,38931
1337,111,29413
1338,111,29774
1339,111,18840
1340,111,13826
1341,111,7519
1342,111,31838
1343,111,34440
1344,112,5143
1345,112,34367
1346,112,2333
1347,112,14492
1348,112,39051
1349,112,29533
1350,112,29894
1351,112,18960
1352,112,13946
1353,112,7639
1354,112,31958
1355,112,34560
1356,113,5263
1357,113,34487
1358,113,2453
1359,113,14612
1360,113,39171
1361,113,29653
1362,113,30014
1363,113,19080
1364,113,14066
1365,113,7759
1366,113,32078
1367,113,34680
1368,114,5383
1369,114,34607
1370,114,2573
1371,114,14732
1372,114,39291
1373,114,29773
1374,114,30134
1375,114,19200
1376,114,14186
1377,114,7879
1378,114,32198
1379,114,34800
1380,115,5503
1381,115,34727
1382,115,2693
1383,115,14852
1384,115,39411
1385,115,29893
1386,115,30254
1387,115,19320
1388,115,14306
1389,115,7999
1390,115,32318
1391,115,34920
1392,116,5623
1393,116,34847
1394,116,2813
1395,116,14972
1396,116,39531
1397,116,30013
1398,116,30374
1399,116,19440
1400,116,14426
1401,116,8119
1402,116,32438
1403,116,35040
1404,117,5743
1405,117,34967
1406,117,2933
1407,117,15092
1408,117,39651
1409,117,30133
1410,117,30494
1411,117,19560
1412,117,14546
1413,117,8239
1414,117,32558
1415,117,35160
1416,118,5863
1417,118,35087
1418,118,3053
1419,118,15212
1420,118,39771
1421,118,30253
1422,118,30614
1423,118,19680
1424,118,14666
1425,118,8359
1426,118,32678
1427,118,35280
1428,119,5983
1429,119,35207
1430,119,3173
1431,119,15332
1432,119,39891
1433,119,30373
1434,119,30734
1435,119,19800
1436,119,14786
1437,119,8479
1438,119,32798
1439,119,35400
1440,120,6103
1441,120,35327
1442,120,3293
1443,120,15452
1444,120,40011
1445,120,30493
1446,120,30854
1447,120,19920
1448,120,14906
1449,120,8599
1450,120,32918
1451,120,35520
1452,121,6223
1453,121,35447
1454,121,3413
1455,121,15572
1456,121,40131
1457,121,30613
1458,121,30974
1459,121,20040
1460,121,15026
1461,121,8719
1462,121,33038
1463,121,35640
1464,122,6343
1465,122,35567
1466,122,3533
1467,122,15692
1468,122,40251
1469,122,30733
1470,122,31094
1471,122,20160
1472,122,15146
1473,122,8839
1474,122,33158
1475,122,35760
1476,123,6463
1477,123,35687
1478,123,3653
1479,123,15812
1480,123,40371
1481,123,30853
1482,123,31214
1483,123,20280
1484,123,15266
1485,123,8959
1486,123,33278
1487,123,35880
1488,124,6583
1489,124,35807
1490,124,3773
1491,124,15932
1492,124,40491
1493,124,30973
1494,124,31334
1495,124,20400
1496,124,15386
1497,124,9079
1498,124,33398
1499,124,36000
1500,125,6703
1501,125,35927
1502,125,3893
1503,125,16052
1504,125,40611
1505,125,31093
1506,125,31454
1507,125,20520
1508,125,15506
1509,125,9199
1510,125,33518
1511,125,36120
1512,126,6823
1513,126,36047
1514,126,4013
1515,126,16172
1516,126,40731
1517,126,31213
1518,126,31574
1519,126,20640
1520,126,15626
1521,126,9319
1522,126,33638
1523,126,36240
1524,127,6943
1525,127,36167
1526,127,4133
1527,127,16292
1528,127,40851
1529,127,31333
1530,127,31694
1531,127,20760
1532,127,15746
1533,127,9439
1534,127,33758
1535,127,36360
1536,128,7063
1537,128,36287
1538,128,4253
1539,128,16412
1540,128,40971
1541,128,31453
1542,128,31814
1543,128,20880
1544,128,15866
1545,128,9559
1546,128,33878
1547,128,36480
1548,129,7183
1549,129,36407
1550,129,4373
1551,129,16532
1552,129,41091
1553,129,31573
1554,129,31934
1555,129,21000
1556,129,15986
1557,129,9679
1558,129,33998
1559,129,36600
1560,130,7303
1561,130,36527
1562,130,4493
1563,130,16652
1564,130,41211
1565,130,31693
1566,130,32054
1567,130,21120
1568,130,16106
1569,130,9799
1570,130,34118
1571,130,36720
1572,131,7423
1573,131,36647
1574,131,4613
1575,131,16772
1576,131,41331
1577,131,31813
1578,131,32174
1579,131,21240
1580,131,16226
1581,131,9919
1582,131,34238
1583,131,36840
1584,132,7543
1585,132,36767
1586,132,4733
1587,132,16892
1588,132,41451
1589,132,31933
1590,132,32294
1591,132,21360
1592,132,16346
1593,132,10039
1594,132,34358
1595,132,36960
1596,133,7663
1597,133,36887
1598,133,4853
1599,133,17012
1600,133,41571
1601,133,32053
1602,133,32414
1603,133,21480
1604,133,16466
1605,133,10159
1606,133,34478
1607,133,37080
1608,134,7783
1609,134,37007
1610,134,4973
1611,134,17132
1612,134,41691
1613,134,32173
1614,134,32534
1615,134,21600
1616,134,16586
1617,134,10279
1618,134,34598
1619,134,37200
1620,135,7903
1621,135,37127
1622,135,5093
1623,135,17252
1624,135,41811
1625,135,32293
1626,135,32654
1627,135,21720
1628,135,16706
1629,135,10399
1630,135,34718
1631,135,37320
1632,136,8023
1633,136,37247
1634,136,5213
1635,136,17372
1636,136,41931
1637,136,32413
1638,136,32774
1639,136,21840
1640,136,16826
1641,136,10519
1642,136,34838
1643,136,37440
1644,137,8143
1645,137,37367
1646,137,5333
1647,137,17492
1648,137,42051
1649,137,32533
1650,137,32894
1651,137,21960
1652,137,16946
1653,137,10639
1654,137,34958
1655,137,37560
1656,138,8263
1657,138,37487
1658,138,5453
1659,138,17612
1660,138,42171
1661,138,32653
1662,138,33014
1663,138,22080
1664,138,17066
1665,138,10759
1666,138,35078
1667,138,37680
1668,139,8383
1669,139,37607
1670,139,5573
1671,139,17732
1672,139,42291
1673,139,32773
1674,139,33134
1675,139,22200
1676,139,17186
1677,139,10879
1678,139,35198
1679,139,37800
1680,140,8503
1681,140,37727
1682,140,5693
1683,140,17852
1684,140,42411
1685,140,32893
1686,140,33254
1687,140,22320
1688,140,17306
1689,140,10999
1690,140,35318
1691,140,37920
1692,141,8623
1693,141,37847
1694,141,5813
1695,141,17972
1696,141,42531
1697,141,33013
1698,141,33374
1699,141,22440
1700,141,17426
1701,141,11119
1702,141,35438
1703,141,38040
1704,142,8743
1705,142,37967
1706,142,5933
1707,142,18092
1708,142,42651
1709,142,33133
1710,142,33494
1711,142,22560
1712,142,17546
1713,142,11239
1714,142,35558
1715,142,38160
1716,143,8863
1717,143,38087
1718,143,6053
1719,143,18212
1720,143,42771
1721,143,33253
1722,143,33614
1723,143,22680
1724,143,17666
1725,143,11359
1726,143,35678
1727,143,38280
1728,144,8983
1729,144,38207
1730,144,6173
1731,144,18332
1732,144,42891
1733,144,33373
1734,144,33734
1735,144,22800
1736,144,17786
1737,144,11479
1738,144,35798
1739,144,38400
1740,145,9103
1741,145,38327
1742,145,6293
1743,145,18452
1744,145,43011
1745,145,33493
1746,145,33854
1747,145,22920
1748,145,17906
1749,145,11599
1750,145,35918
1751,145,38520
1752,146,9223
1753,146,38447
1754,146,6413
1755,146,18572
1756,146,43131
1757,146,33613
1758,146,33974
1759,146,23040
1760,146,18026
1761,146,11719
1762,146,36038
1763,146,38640
1764,147,9343
1765,147,38567
1766,147,6533
1767,147,18692
1768,147,51
1769,147,33733
1770,147,34094
1771,147,23160
1772,147,18146
1773,147,11839
1774,147,36158
1775,147,38760
1776,148,9463
1777,148,38687
1778,148,6653
1779,148,18812
1780,148,171
1781,148,33853
1782,148,34214
1783,148,23280
1784,148,18266
1785,148,11959
1786,148,36278
1787,148,38880
1788,149,9583
1789,149,38807
1790,149,6773
1791,149,18932
1792,149,291
1793,149,33973
1794,149,34334
1795,149,23400
1796,149,18386
1797,149,12079
1798,149,36398
1799,149,39000
1800,150,9703
1801,150,38927
1802,150,6893
1803,150,19052
1804,150,411
1805,150,34093
1806,150,34454
1807,150,23520
1808,150,18506
1809,150,12199
1810,150,36518
1811,150,39120
1812,151,9823
1813,151,39047
1814,151,7013
1815,151,19172
1816,151,531
1817,151,34213
1818,151,34574
1819,151,23640
1820,151,18626
1821,151,12319
1822,151,36638
1823,151,39240
1824,152,9943
1825,152,39167
1826,152,7133
1827,152,19292
1828,152,651
1829,152,34333
1830,152,34694
1831,152,23760
1832,152,18746
1833,152,12439
1834,152,36758
1835,152,39360
1836,153,10063
1837,153,39287
1838,153,7253
1839,153,19412
1840,153,771
1841,153,34453
1842,153,34814
1843,153,23880
1844,153,18866
1845,153,12559
1846,153,36878
1847,153,39480
1848,154,10183
1849,154,39407
1850,154,7373
1851,154,19532
1852,154,891
1853,154,34573
1854,154,34934
1855,154,24000
1856,154,18986
1857,154,12679
1858,154,36998
1859,154,39600
1860,155,10303
1861,155,39527
1862,155,7493
1863,155,19652
1864,155,1011
1865,155,34693
1866,155,35054
1867,155,24120
1868,155,19106
1869,155,12799
1870,155,37118
1871,155,39720
1872,156,10423
1873,156,39647
1874,156,7613
1875,156,19772
